"","status","age_min","age_max","admin2guid","vaccine_type","activity_parent_code","date"
"18641","Done",0,60,298,"nOPV2",52,"2017-02-25"
"18642","Done",0,60,135,"bOPV",17,"2019-11-30"
"18643","Done",0,60,713,"nOPV2",92,"2018-06-26"
"18644","Done",0,60,707,"IPV",89,"2021-05-07"
"18645","Done",0,60,389,"mOPV2",38,"2019-12-01"
"18646","Done",0,60,424,"nOPV2",95,"2018-05-25"
"18647","Done",0,60,506,"nOPV2",19,"2022-03-26"
"18648","Done",0,60,438,"nOPV2",64,"2019-04-26"
"18649","Done",0,60,562,"bOPV",112,"2023-09-29"
"18650","Done",0,60,760,"nOPV2",103,"2021-05-07"
"18651","Done",0,60,477,"nOPV2",106,"2023-05-12"
"18652","Done",0,60,444,"mOPV2",77,"2017-02-25"
"18653","Done",0,60,145,"nOPV2",23,"2017-02-25"
"18654","Done",0,60,657,"bOPV",92,"2018-01-20"
"18655","Done",0,60,226,"IPV + bOPV",29,"2021-05-07"
"18656","Done",0,60,522,"bOPV",51,"2019-07-29"
"18657","Done",0,60,472,"nOPV2",105,"2023-10-13"
"18658","Done",0,60,372,"bOPV",102,"2016-07-22"
"18659","Done",0,59,320,"bOPV",27,"2022-01-22"
"18660","Done",0,60,343,"bOPV",59,"2022-01-22"
"18661","Done",0,60,538,"f-IPV",88,"2019-12-01"
"18662","Done",0,60,15,"bOPV",43,"2023-09-29"
"18663","Done",0,60,441,"nOPV2",91,"2022-01-22"
"18664","Done",0,60,604,"nOPV2",25,"2022-05-13"
"18665","Done",0,60,368,"bOPV",18,"2022-05-13"
"18666","Done",0,60,300,"nOPV2",17,"2023-09-29"
"18667","Done",0,60,118,"bOPV",41,"2020-02-01"
"18668","Done",0,60,673,"bOPV",68,"2017-01-28"
"18669","Done",0,60,288,"nOPV2",50,"2019-07-29"
"18670","Done",0,60,77,"nOPV2",82,"2019-05-03"
"18671","Done",0,59,100,"mOPV2",68,"2023-11-04"
"18672","Done",0,60,551,"nOPV2",47,"2018-11-01"
"18673","Done",0,60,587,"nOPV2",77,"2022-12-17"
"18674","Done",0,60,470,"bOPV",106,"2023-12-14"
"18675","Done",0,60,690,"nOPV2",94,"2019-01-26"
"18676","Done",0,60,685,"nOPV2",111,"2023-09-29"
"18677","Done",0,60,447,"bOPV",93,"2017-02-25"
"18678","Done",0,60,525,"bOPV",22,"2017-04-21"
"18679","Done",0,60,601,"mOPV2",50,"2016-11-12"
"18680","Done",0,60,624,"bOPV",94,"2023-12-14"
"18681","Done",0,60,692,"bOPV",13,"2019-01-26"
"18682","Done",0,60,300,"bOPV",94,"2017-03-25"
"18683","Done",0,60,212,"f-IPV",55,"2023-07-16"
"18684","Done",0,60,68,"bOPV",22,"2023-10-13"
"18685","Done",0,60,30,"mOPV2",88,"2019-07-12"
"18686","Done",0,60,206,"bOPV",22,"2021-10-08"
"18687","Done",0,60,19,"bOPV",45,"2019-07-29"
"18688","Done",0,60,635,"bOPV",37,"2019-11-30"
"18689","Done",0,60,432,"f-IPV",45,"2023-12-14"
"18690","Done",0,60,35,"bOPV",13,"2019-07-29"
"18691","Done",0,60,359,"bOPV",26,"2023-09-29"
"18692","Done",0,60,633,"bOPV",23,"2017-03-25"
"18693","Done",0,60,749,"bOPV",112,"2019-07-12"
"18694","Done",0,60,69,"nOPV2",55,"2017-01-28"
"18695","Done",0,59,250,"nOPV2",68,"2018-12-08"
"18696","Done",0,60,504,"bOPV",110,"2017-03-25"
"18697","Done",0,59,290,"nOPV2",107,"2021-12-08"
"18698","Done",0,60,593,"nOPV2",54,"2022-02-19"
"18699","Done",0,60,588,"bOPV",12,"2019-07-12"
"18700","Done",0,60,479,"bOPV",47,"2017-01-28"
"18701","Done",0,60,224,"bOPV",90,"2018-06-26"
"18702","Done",0,60,650,"bOPV",22,"2022-10-07"
"18703","Done",0,60,105,"bOPV",42,"2022-05-13"
"18704","Done",0,60,165,"mOPV2",103,"2024-03-02"
"18705","Done",0,60,515,"mOPV2",52,"2016-09-16"
"18706","Done",0,60,617,"bOPV",84,"2018-12-08"
"18707","Done",0,60,571,"nOPV2",42,"2023-07-16"
"18708","Done",0,60,403,"bOPV",90,"2021-09-03"
"18709","Done",0,60,269,"bOPV",1,"2021-05-07"
"18710","Done",0,60,256,"bOPV",93,"2019-11-30"
"18711","Done",0,60,702,"bOPV",18,"2017-03-25"
"18712","Done",0,60,119,"bOPV",83,"2016-12-03"
"18713","Done",0,60,160,"nOPV2",20,"2018-06-26"
"18714","Done",0,60,595,"bOPV",106,"2023-09-29"
"18715","Done",0,60,774,"bOPV",35,"2021-05-07"
"18716","Done",0,60,21,"f-IPV",44,"2023-12-14"
"18717","Done",0,60,7,"nOPV2",90,"2019-07-29"
"18718","Done",0,60,290,"bOPV",42,"2018-06-26"
"18719","Done",0,60,760,"mOPV2",111,"2019-01-26"
"18720","Done",0,60,660,"bOPV",90,"2018-06-26"
"18721","Done",0,60,527,"bOPV",65,"2017-01-28"
"18722","Done",0,60,167,"bOPV",14,"2018-11-03"
"18723","Done",0,59,107,"bOPV",109,"2016-12-03"
"18724","Done",0,60,366,"bOPV",25,"2019-07-29"
"18725","Done",0,60,141,"bOPV",111,"2017-04-21"
"18726","Done",0,60,39,"nOPV2",68,"2022-01-22"
"18727","Done",0,60,247,"nOPV2",48,"2019-07-12"
"18728","Done",0,60,547,"bOPV",18,"2017-04-21"
"18729","Done",0,60,95,"f-IPV",84,"2022-11-05"
"18730","Done",0,60,24,"bOPV",38,"2022-03-26"
"18731","Done",0,60,599,"mOPV2",17,"2019-11-30"
"18732","Done",0,60,462,"bOPV",25,"2023-11-04"
"18733","Done",0,60,254,"bOPV",25,"2016-10-14"
"18734","Done",0,60,429,"nOPV2",109,"2017-06-30"
"18735","Done",0,60,75,"nOPV2",47,"2018-04-06"
"18736","Done",0,60,210,"IPV + bOPV",42,"2019-12-01"
"18737","Done",0,60,305,"nOPV2",16,"2016-09-16"
"18738","Done",0,60,226,"bOPV",38,"2016-11-12"
"18739","Done",0,60,750,"nOPV2",68,"2019-07-29"
"18740","Done",0,60,62,"nOPV2",14,"2023-09-29"
"18741","Done",0,60,578,"bOPV",12,"2019-07-12"
"18742","Done",0,60,403,"bOPV",44,"2023-01-20"
"18743","Done",0,59,106,"bOPV",47,"2017-06-30"
"18744","Done",0,60,680,"nOPV2",83,"2016-11-12"
"18745","Done",0,60,243,"bOPV",11,"2019-04-12"
"18746","Done",0,60,88,"bOPV",50,"2023-10-13"
"18747","Done",0,35,610,"mOPV2",95,"2019-07-29"
"18748","Done",2,60,531,"nOPV2",77,"2022-03-26"
"18749","Done",0,60,573,"f-IPV",19,"2019-12-01"
"18750","Done",0,60,31,"f-IPV",11,"2022-05-13"
"18751","Done",0,60,762,"nOPV2",64,"2019-07-29"
"18752","Done",0,60,524,"bOPV",18,"2023-09-29"
"18753","Done",2,60,144,"nOPV2",51,"2016-11-12"
"18754","Done",0,59,22,"nOPV2",107,"2023-11-04"
"18755","Done",0,60,43,"bOPV",23,"2020-02-01"
"18756","Done",0,60,515,"bOPV",20,"2022-01-22"
"18757","Done",0,60,611,"f-IPV",47,"2018-12-08"
"18758","Done",0,60,696,"bOPV",111,"2021-09-24"
"18759","Done",0,60,193,"bOPV",59,"2017-06-30"
"18760","Done",0,60,530,"bOPV",91,"2022-12-17"
"18761","Done",0,60,9,"mOPV2",109,"2019-07-29"
"18762","Done",0,60,369,"mOPV2",55,"2022-12-17"
"18763","Done",0,60,460,"bOPV",22,"2019-07-29"
"18764","Done",0,60,234,"nOPV2",59,"2021-05-07"
"18765","Done",0,60,645,"bOPV",19,"2019-03-16"
"18766","Done",0,60,761,"bOPV",20,"2021-12-08"
"18767","Done",0,60,133,"bOPV",65,"2023-11-04"
"18768","Done",0,60,541,"bOPV",77,"2016-05-13"
"18769","Done",0,60,16,"bOPV",55,"2024-03-02"
"18770","Done",0,60,91,"mOPV2",45,"2021-05-07"
"18771","Done",0,60,504,"mOPV2",47,"2020-10-16"
"18772","Done",0,60,412,"bOPV",82,"2018-12-08"
"18773","Done",0,60,346,"nOPV2",65,"2019-05-03"
"18774","Done",0,60,419,"mOPV2",77,"2023-12-14"
"18775","Done",0,60,693,"f-IPV",109,"2019-01-26"
"18776","Done",0,60,536,"bOPV",20,"2016-12-16"
"18777","Done",0,60,13,"mOPV2",94,"2017-03-25"
"18778","Done",0,60,361,"nOPV2",94,"2022-01-22"
"18779","Done",0,60,67,"mOPV2",25,"2017-06-30"
"18780","Done",0,60,121,"bOPV",94,"2019-07-12"
"18781","Done",0,60,285,"nOPV2",26,"2021-09-24"
"18782","Done",0,60,678,"nOPV2",18,"2019-12-01"
"18783","Done",0,60,73,"bOPV",17,"2023-11-04"
"18784","Done",0,60,732,"nOPV2",110,"2017-10-13"
"18785","Done",0,60,415,"nOPV2",100,"2022-10-07"
"18786","Done",0,60,392,"bOPV",20,"2022-03-26"
"18787","Done",0,60,712,"bOPV",44,"2023-07-16"
"18788","Done",0,60,158,"nOPV2",54,"2018-12-08"
"18789","Done",0,60,688,"bOPV",77,"2021-07-30"
"18790","Done",0,60,193,"bOPV",30,"2018-11-03"
"18791","Done",0,60,558,"nOPV2",87,"2019-07-29"
"18792","Done",0,60,70,"bOPV",55,"2018-08-31"
"18793","Done",0,60,584,"mOPV2",17,"2022-12-17"
"18794","Done",0,59,339,"nOPV2",18,"2021-07-16"
"18795","Done",0,60,120,"nOPV2",17,"2023-01-20"
"18796","Done",0,60,34,"nOPV2",107,"2019-07-12"
"18797","Done",0,60,189,"mOPV2",25,"2019-07-29"
"18798","Done",0,60,506,"bOPV",100,"2019-07-12"
"18799","Done",0,60,40,"bOPV",68,"2021-06-25"
"18800","Done",0,60,458,"bOPV",16,"2021-10-08"
"18801","Done",0,60,636,"bOPV",77,"2023-12-14"
"18802","Done",0,60,45,"nOPV2",19,"2023-10-13"
"18803","Done",0,60,96,"bOPV",111,"2021-07-30"
"18804","Done",0,60,475,"bOPV",1,"2016-08-26"
"18805","Done",0,35,276,"nOPV2",17,"2016-09-16"
"18806","Done",0,60,308,"nOPV2",22,"2021-05-07"
"18807","Done",0,60,166,"mOPV2",16,"2023-12-14"
"18808","Done",0,59,539,"bOPV",7,"2019-07-29"
"18809","Done",0,60,204,"bOPV",18,"2022-01-22"
"18810","Done",0,60,697,"bOPV",17,"2019-07-29"
"18811","Done",0,60,498,"bOPV",19,"2023-11-04"
"18812","Done",0,60,327,"nOPV2",55,"2022-05-13"
"18813","Done",0,60,214,"bOPV",103,"2017-03-25"
"18814","Done",0,60,608,"nOPV2",88,"2021-07-30"
"18815","Done",0,60,607,"mOPV2",14,"2022-01-22"
"18816","Done",0,60,18,"mOPV2",39,"2024-03-02"
"18817","Done",0,60,522,"bOPV",109,"2022-05-13"
"18818","Done",0,60,337,"IPV + bOPV",109,"2017-01-28"
"18819","Done",0,60,725,"nOPV2",91,"2016-11-12"
"18820","Done",0,60,266,"bOPV",106,"2018-08-31"
"18821","Done",0,60,133,"bOPV",17,"2022-01-22"
"18822","Done",0,60,395,"nOPV2",38,"2019-07-29"
"18823","Done",0,60,66,"bOPV",109,"2020-10-16"
"18824","Done",0,60,644,"f-IPV",18,"2021-09-24"
"18825","Done",0,59,736,"bOPV",2,"2023-11-04"
"18826","Done",0,60,739,"bOPV",111,"2022-05-13"
"18827","Done",0,60,302,"bOPV",55,"2018-01-20"
"18828","Done",0,60,179,"bOPV",107,"2016-05-13"
"18829","Done",0,60,457,"bOPV",107,"2023-09-29"
"18830","Done",0,60,434,"nOPV2",108,"2018-11-03"
"18831","Done",0,60,129,"mOPV2",79,"2016-12-03"
"18832","Done",0,59,454,"nOPV2",112,"2016-12-03"
"18833","Done",0,60,90,"bOPV",106,"2019-11-30"
"18834","Done",0,60,310,"bOPV",1,"2022-05-13"
"18835","Done",0,60,274,"mOPV2",26,"2023-01-20"
"18836","Done",0,60,142,"bOPV",103,"2020-02-01"
"18837","Done",0,60,653,"bOPV",16,"2023-11-04"
"18838","Done",0,60,743,"nOPV2",16,"2019-07-29"
"18839","Done",0,60,558,"nOPV2",87,"2019-07-26"
"18840","Done",0,60,560,"bOPV",106,"2021-05-07"
"18841","Done",0,60,319,"nOPV2",47,"2023-07-16"
"18842","Done",0,60,381,"bOPV",10,"2021-05-07"
"18843","Done",0,60,680,"bOPV",83,"2018-12-08"
"18844","Done",0,60,639,"bOPV",78,"2021-05-07"
"18845","Done",0,60,743,"mOPV2",77,"2022-05-13"
"18846","Done",0,60,529,"bOPV",110,"2017-10-13"
"18847","Done",0,60,357,"nOPV2",88,"2016-09-16"
"18848","Done",0,60,690,"bOPV",25,"2022-09-30"
"18849","Done",0,60,61,"mOPV2",68,"2018-04-06"
"18850","Done",0,60,743,"nOPV2",92,"2017-06-30"
"18851","Done",0,60,626,"bOPV",12,"2016-12-03"
"18852","Done",0,59,92,"nOPV2",106,"2018-12-08"
"18853","Done",0,60,370,"f-IPV",106,"2019-04-12"
"18854","Done",0,59,79,"nOPV2",43,"2023-12-14"
"18855","Done",0,60,366,"bOPV",109,"2022-01-22"
"18856","Done",0,60,287,"nOPV2",19,"2019-07-12"
"18857","Done",0,35,289,"mOPV2",83,"2017-06-30"
"18858","Done",0,60,54,"bOPV",37,"2023-12-14"
"18859","Done",0,60,343,"nOPV2",44,"2023-10-13"
"18860","Done",0,60,48,"bOPV",22,"2018-04-06"
"18861","Done",0,60,410,"nOPV2",18,"2020-10-16"
"18862","Done",0,60,512,"bOPV",48,"2023-05-12"
"18863","Done",0,60,255,"mOPV2",103,"2022-01-22"
"18864","Done",0,60,281,"nOPV2",52,"2021-08-06"
"18865","Done",0,60,135,"nOPV2",88,"2022-10-07"
"18866","Done",0,60,472,"nOPV2",110,"2023-11-04"
"18867","Done",0,60,580,"bOPV",93,"2017-02-25"
"18868","Done",0,60,22,"nOPV2",14,"2018-06-26"
"18869","Done",0,60,377,"bOPV",11,"2023-11-04"
"18870","Done",0,60,521,"nOPV2",19,"2023-07-16"
"18871","Done",0,60,526,"bOPV",13,"2021-12-08"
"18872","Done",0,60,395,"bOPV",68,"2020-10-16"
"18873","Done",0,60,760,"bOPV",20,"2018-04-06"
"18874","Done",0,60,426,"nOPV2",109,"2022-01-22"
"18875","Done",0,60,657,"bOPV",14,"2019-07-29"
"18876","Done",0,60,206,"bOPV",87,"2022-05-13"
"18877","Done",0,60,394,"bOPV",82,"2023-09-29"
"18878","Done",0,60,421,"bOPV",95,"2019-12-01"
"18879","Done",0,59,407,"bOPV",43,"2019-05-24"
"18880","Done",0,60,426,"bOPV",13,"2022-01-22"
"18881","Done",0,60,316,"nOPV2",22,"2019-07-12"
"18882","Done",0,60,384,"bOPV",42,"2019-12-01"
"18883","Done",0,60,544,"nOPV2",97,"2017-02-25"
"18884","Done",0,60,587,"nOPV2",80,"2016-12-03"
"18885","Done",0,60,75,"mOPV2",47,"2022-01-22"
"18886","Done",0,60,460,"nOPV2",64,"2023-07-16"
"18887","Done",0,59,29,"nOPV2",6,"2017-04-21"
"18888","Done",0,60,468,"bOPV",86,"2020-10-16"
"18889","Done",0,60,359,"bOPV",29,"2021-07-30"
"18890","Done",0,60,450,"bOPV",77,"2019-03-16"
"18891","Done",0,60,724,"nOPV2",46,"2017-01-28"
"18892","Done",0,60,385,"nOPV2",38,"2022-05-13"
"18893","Done",0,60,597,"bOPV",89,"2023-12-14"
"18894","Done",0,60,139,"bOPV",44,"2019-01-26"
"18895","Done",0,60,192,"bOPV",92,"2022-01-22"
"18896","Done",0,60,618,"nOPV2",110,"2016-09-16"
"18897","Done",0,60,194,"f-IPV",94,"2024-03-02"
"18898","Done",0,60,167,"bOPV",109,"2019-07-12"
"18899","Done",0,60,45,"IPV + bOPV",26,"2020-11-14"
"18900","Done",0,60,668,"nOPV2",29,"2023-09-29"
"18901","Done",0,60,607,"nOPV2",93,"2018-10-05"
"18902","Done",0,60,436,"bOPV",86,"2019-11-30"
"18903","Done",0,60,331,"bOPV",107,"2019-07-29"
"18904","Done",0,60,194,"nOPV2",47,"2019-07-12"
"18905","Done",0,60,26,"bOPV",77,"2019-12-01"
"18906","Done",0,60,239,"bOPV",19,"2021-07-16"
"18907","Done",0,60,121,"bOPV",95,"2017-02-25"
"18908","Done",0,60,429,"nOPV2",55,"2023-07-16"
"18909","Done",2,60,361,"bOPV",38,"2016-05-13"
"18910","Done",0,60,450,"bOPV",107,"2019-07-29"
"18911","Done",0,60,763,"f-IPV",103,"2019-12-01"
"18912","Done",0,60,271,"bOPV",38,"2018-12-08"
"18913","Done",0,60,572,"nOPV2",14,"2019-07-12"
"18914","Done",0,60,502,"nOPV2",12,"2020-02-01"
"18915","Done",0,60,156,"nOPV2",109,"2023-11-04"
"18916","Done",0,60,202,"bOPV",1,"2022-03-26"
"18917","Done",0,60,290,"nOPV2",43,"2019-07-12"
"18918","Done",0,60,100,"bOPV",42,"2018-04-06"
"18919","Done",0,60,734,"bOPV",11,"2018-01-20"
"18920","Done",0,60,741,"nOPV2",83,"2023-09-29"
"18921","Done",0,60,366,"mOPV2",22,"2019-11-16"
"18922","Done",2,60,125,"bOPV",47,"2018-01-20"
"18923","Done",0,60,433,"bOPV",35,"2016-12-03"
"18924","Done",0,60,75,"bOPV",88,"2018-04-06"
"18925","Done",0,60,256,"nOPV2",111,"2016-12-16"
"18926","Done",0,60,535,"nOPV2",95,"2023-05-12"
"18927","Done",0,60,394,"f-IPV",77,"2022-01-22"
"18928","Done",0,60,649,"nOPV2",22,"2018-04-06"
"18929","Done",0,35,620,"bOPV",93,"2021-05-07"
"18930","Done",0,60,75,"f-IPV",90,"2018-06-26"
"18931","Done",0,60,350,"mOPV2",30,"2020-10-16"
"18932","Done",0,60,390,"nOPV2",109,"2017-11-04"
"18933","Done",0,60,761,"nOPV2",107,"2022-05-13"
"18934","Done",0,60,394,"mOPV2",68,"2017-01-28"
"18935","Done",0,60,305,"nOPV2",48,"2017-03-25"
"18936","Done",0,60,371,"mOPV2",18,"2018-06-26"
"18937","Done",0,60,712,"bOPV",106,"2022-02-19"
"18938","Done",0,60,44,"nOPV2",110,"2016-11-12"
"18939","Done",0,60,1,"mOPV2",65,"2018-11-03"
"18940","Done",0,60,215,"bOPV",107,"2017-04-21"
"18941","Done",0,60,466,"bOPV",111,"2022-05-13"
"18942","Done",0,59,18,"nOPV2",65,"2017-03-25"
"18943","Done",0,60,327,"bOPV",11,"2022-01-22"
"18944","Done",0,60,314,"nOPV2",111,"2023-11-04"
"18945","Done",0,60,83,"nOPV2",111,"2019-07-12"
"18946","Done",0,60,424,"bOPV",17,"2022-01-22"
"18947","Done",0,60,203,"bOPV",18,"2018-06-26"
"18948","Done",0,60,38,"mOPV2",88,"2018-01-20"
"18949","Done",0,60,372,"bOPV",19,"2016-05-13"
"18950","Done",0,60,471,"nOPV2",25,"2022-12-17"
"18951","Done",0,60,227,"nOPV2",47,"2019-03-16"
"18952","Done",0,60,612,"bOPV",46,"2016-12-03"
"18953","Done",0,60,612,"mOPV2",27,"2023-01-20"
"18954","Done",0,60,219,"nOPV2",38,"2017-06-30"
"18955","Done",0,60,228,"nOPV2",18,"2021-03-13"
"18956","Done",0,60,436,"bOPV",55,"2022-01-22"
"18957","Done",0,60,701,"mOPV2",68,"2019-07-29"
"18958","Done",0,60,416,"nOPV2",16,"2019-12-01"
"18959","Done",0,60,615,"mOPV2",109,"2019-07-12"
"18960","Done",0,60,388,"bOPV",67,"2023-12-14"
"18961","Done",0,60,402,"nOPV2",11,"2017-04-21"
"18962","Done",0,60,358,"bOPV",12,"2016-09-16"
"18963","Done",0,60,276,"bOPV",46,"2023-12-14"
"18964","Done",0,59,638,"bOPV",111,"2017-10-13"
"18965","Done",0,60,509,"nOPV2",12,"2019-07-29"
"18966","Done",0,60,375,"nOPV2",68,"2020-12-12"
"18967","Done",0,60,731,"nOPV2",12,"2023-12-14"
"18968","Done",0,60,202,"bOPV",17,"2020-10-16"
"18969","Done",0,60,427,"bOPV",17,"2022-01-22"
"18970","Done",0,60,643,"nOPV2",38,"2022-05-13"
"18971","Done",0,60,64,"bOPV",97,"2023-09-29"
"18972","Done",0,60,313,"bOPV",110,"2016-09-16"
"18973","Done",0,60,314,"bOPV",72,"2022-01-22"
"18974","Done",0,60,27,"bOPV",13,"2018-06-26"
"18975","Done",0,60,138,"nOPV2",25,"2021-05-07"
"18976","Done",0,60,46,"bOPV",47,"2019-07-29"
"18977","Done",0,60,612,"nOPV2",97,"2016-12-03"
"18978","Done",0,60,504,"f-IPV",64,"2018-12-08"
"18979","Done",0,60,625,"bOPV",111,"2019-01-26"
"18980","Done",0,60,618,"bOPV",41,"2022-01-22"
"18981","Done",0,60,220,"bOPV",18,"2020-02-01"
"18982","Done",0,60,243,"nOPV2",47,"2022-05-13"
"18983","Done",0,60,269,"mOPV2",11,"2020-02-01"
"18984","Done",0,60,362,"mOPV2",110,"2023-12-14"
"18985","Done",0,60,695,"nOPV2",47,"2018-04-06"
"18986","Done",0,60,606,"bOPV",89,"2019-07-12"
"18987","Done",0,60,470,"nOPV2",83,"2019-07-29"
"18988","Done",0,60,368,"bOPV",83,"2022-05-13"
"18989","Done",0,60,213,"nOPV2",12,"2018-04-06"
"18990","Done",0,60,358,"bOPV",13,"2020-02-01"
"18991","Done",0,60,300,"bOPV",98,"2017-10-13"
"18992","Done",0,60,449,"mOPV2",91,"2023-11-04"
"18993","Done",0,60,501,"nOPV2",47,"2019-12-01"
"18994","Done",0,60,720,"bOPV",47,"2016-11-12"
"18995","Done",0,60,73,"nOPV2",18,"2019-07-29"
"18996","Done",0,60,746,"nOPV2",91,"2022-09-02"
"18997","Done",0,60,558,"nOPV2",44,"2021-10-08"
"18998","Done",0,60,251,"IPV + bOPV",45,"2022-01-22"
"18999","Done",0,60,18,"nOPV2",83,"2019-06-14"
"19000","Done",0,60,297,"f-IPV",37,"2018-04-06"
"19001","Done",0,59,670,"nOPV2",94,"2021-05-07"
"19002","Done",0,60,583,"nOPV2",1,"2023-12-14"
"19003","Done",0,60,327,"bOPV",77,"2016-05-13"
"19004","Done",0,60,223,"mOPV2",65,"2022-07-29"
"19005","Done",0,60,9,"bOPV",50,"2017-01-28"
"19006","Done",0,60,594,"bOPV",55,"2022-10-07"
"19007","Done",0,60,92,"bOPV",109,"2019-01-26"
"19008","Done",0,60,168,"nOPV2",38,"2022-01-22"
"19009","Done",0,60,608,"nOPV2",43,"2020-02-01"
"19010","Done",0,60,298,"bOPV",25,"2022-05-13"
"19011","Done",0,60,627,"nOPV2",17,"2019-07-12"
"19012","Done",0,60,287,"IPV + bOPV",16,"2022-05-13"
"19013","Done",0,60,568,"bOPV",18,"2018-11-03"
"19014","Done",0,60,623,"nOPV2",43,"2023-10-13"
"19015","Done",0,60,380,"bOPV",14,"2018-06-26"
"19016","Done",0,60,321,"bOPV",23,"2022-09-02"
"19017","Done",0,60,438,"nOPV2",50,"2018-04-06"
"19018","Done",0,60,220,"bOPV",55,"2017-04-21"
"19019","Done",0,60,545,"bOPV",107,"2016-12-03"
"19020","Done",0,60,622,"mOPV2",25,"2021-12-08"
"19021","Done",0,60,9,"nOPV2",82,"2023-07-16"
"19022","Done",0,60,368,"nOPV2",111,"2017-04-21"
"19023","Done",0,60,168,"nOPV2",23,"2018-04-06"
"19024","Done",0,60,413,"nOPV2",107,"2019-07-12"
"19025","Done",0,60,753,"bOPV",85,"2020-02-01"
"19026","Done",0,60,104,"nOPV2",68,"2023-07-16"
"19027","Done",0,60,657,"bOPV",52,"2023-05-12"
"19028","Done",0,60,452,"nOPV2",92,"2023-11-04"
"19029","Done",0,60,578,"nOPV2",90,"2018-01-20"
"19030","Done",0,60,744,"bOPV",110,"2023-09-29"
"19031","Done",0,60,411,"bOPV",16,"2019-07-12"
"19032","Done",0,60,750,"nOPV2",94,"2019-07-29"
"19033","Done",0,35,255,"nOPV2",68,"2023-12-14"
"19034","Done",0,60,612,"bOPV",25,"2019-03-16"
"19035","Done",0,60,738,"nOPV2",91,"2019-07-29"
"19036","Done",0,60,696,"nOPV2",38,"2019-06-14"
"19037","Done",0,60,452,"bOPV",93,"2018-11-03"
"19038","Done",0,60,65,"bOPV",111,"2021-09-03"
"19039","Done",0,60,346,"nOPV2",107,"2018-04-06"
"19040","Done",0,60,742,"mOPV2",42,"2023-09-29"
"19041","Done",0,60,230,"IPV + bOPV",68,"2017-04-21"
"19042","Done",0,60,733,"nOPV2",49,"2022-12-17"
"19043","Done",0,60,700,"f-IPV",11,"2020-02-01"
"19044","Done",0,60,168,"nOPV2",26,"2019-12-01"
"19045","Done",0,60,715,"nOPV2",88,"2019-01-26"
"19046","Done",0,60,316,"bOPV",26,"2017-03-25"
"19047","Done",0,60,502,"bOPV",16,"2022-01-22"
"19048","Done",0,60,290,"bOPV",89,"2022-03-26"
"19049","Done",0,60,521,"f-IPV",26,"2017-04-21"
"19050","Done",0,60,298,"bOPV",23,"2021-05-07"
"19051","Done",0,60,392,"bOPV",91,"2024-03-02"
"19052","Done",0,60,139,"nOPV2",22,"2022-01-22"
"19053","Done",0,60,769,"mOPV2",26,"2023-11-04"
"19054","Done",0,60,753,"mOPV2",68,"2017-03-25"
"19055","Done",0,60,257,"f-IPV",95,"2017-04-21"
"19056","Done",0,60,738,"bOPV",109,"2023-07-16"
"19057","Done",0,60,757,"nOPV2",13,"2022-05-13"
"19058","Done",2,60,403,"mOPV2",85,"2021-08-06"
"19059","Done",0,60,394,"bOPV",109,"2018-12-08"
"19060","Done",0,60,658,"mOPV2",16,"2017-06-30"
"19061","Done",0,60,13,"bOPV",107,"2017-01-28"
"19062","Done",0,60,371,"bOPV",107,"2019-11-30"
"19063","Done",0,60,531,"bOPV",20,"2023-12-14"
"19064","Done",0,60,477,"bOPV",18,"2017-03-25"
"19065","Done",0,60,15,"nOPV2",14,"2021-10-08"
"19066","Done",0,60,111,"nOPV2",43,"2020-02-01"
"19067","Done",0,60,312,"bOPV",101,"2017-03-25"
"19068","Done",0,35,468,"bOPV",38,"2016-09-16"
"19069","Done",0,60,66,"bOPV",64,"2023-07-16"
"19070","Done",0,60,204,"bOPV",65,"2016-12-16"
"19071","Done",0,60,325,"bOPV",20,"2023-10-13"
"19072","Done",0,60,16,"f-IPV",44,"2023-12-14"
"19073","Done",0,60,584,"bOPV",19,"2022-01-22"
"19074","Done",0,60,20,"mOPV2",106,"2020-10-16"
"19075","Done",0,60,507,"bOPV",14,"2021-05-07"
"19076","Done",0,60,507,"bOPV",111,"2016-10-14"
"19077","Done",0,60,317,"mOPV2",16,"2019-07-29"
"19078","Done",0,60,411,"mOPV2",18,"2019-07-29"
"19079","Done",0,60,356,"nOPV2",68,"2017-03-25"
"19080","Done",0,60,580,"nOPV2",88,"2018-06-26"
"19081","Done",0,60,31,"mOPV2",48,"2021-09-24"
"19082","Done",0,60,101,"nOPV2",77,"2018-06-26"
"19083","Done",0,60,294,"bOPV",50,"2023-12-14"
"19084","Done",0,60,642,"nOPV2",87,"2019-07-12"
"19085","Done",0,60,82,"nOPV2",45,"2022-03-26"
"19086","Done",0,60,44,"nOPV2",90,"2023-07-16"
"19087","Done",0,60,480,"bOPV",55,"2021-10-08"
"19088","Done",0,60,109,"bOPV",68,"2020-02-01"
"19089","Done",0,60,83,"nOPV2",106,"2022-05-13"
"19090","Done",0,60,410,"bOPV",109,"2017-10-13"
"19091","Done",0,60,313,"nOPV2",77,"2021-05-07"
"19092","Done",0,60,310,"nOPV2",109,"2016-06-24"
"19093","Done",0,60,412,"nOPV2",107,"2022-02-19"
"19094","Done",0,60,665,"bOPV",64,"2019-07-12"
"19095","Done",0,60,20,"nOPV2",18,"2021-12-08"
"19096","Done",0,60,658,"bOPV",65,"2017-01-28"
